person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
830,Ocie Jugger,Freddy Johnson,m,African American,,,,,,,,TRUE,677,"Ocie Jugger, 25, is presumed to have died in 1949 in Gretna, Louisiana. Jugger and Paul Washington, 23, were convicted of aggravated rape in November 1948 and sentenced to death. The verdict was appealed. In December 1949, Jugger either escaped from the Gretna jail or was disappeared. Civil rights organizations hypothesized that he was murdered.
",12/16/49,,1949,1949,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,raping a white woman,TRUE,,,,,,,,,,,,,,Beauregard Miller||Frank Clancy
859,R. D. Howard,RD Howard,m,African American,30,6/19/43,,,,tenant farmer,agricultural,,678,"R.D. Howard (1910-1943), a farmer, was killed, likely by Deputy Sheriff Newton, in Oak Grove, Louisiana. R.D. Howard had been arrested by Newton and Deputy Sheriff Williams for stealing and selling a cow that belonged to plantation owner W.K. Howard. Witnesses claimed that, during the course of the arrest, R.D. Howard got ahold of Newton’s gun and injured Williams, and then later escaped from the deputy sheriffs’ car, at which point he was shot in the neck. Present at the shooting were Newton and a witness named Walter Barnett.
",6/19/43,,1943,1943,,West Carroll Parish,Louisiana,,4345740,4331987,private space - agricultural or industrial,stealing a cow; shooting police officers,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-90||Bureau 44-864,144-33-9,L. V. Moseley||Walter Barnett||Jerry Thomas Williams||William Percy Newton||G. Clifford Schrock
869,Randolph Thomas,,m,African American,25,9/6/47,,TRUE,World War II,employed at Higgins Industries ,industrial / resource extraction,,679,"Randolph Thomas, age 25, a Higgins Industries employee and WWII veteran, died in 1947, killed by Louisiana State Police in Ponchatoula, Louisiana. Randolph was with his father Eugene Thomas and brother Napoleon Thomas when he was accused of robbing at gunpoint a store owned by Dennis Rotman. After the three left the store, they were intercepted on Highway 51 by state police and a white mob. Randolph was shot and his brother and father were beaten and taken to jail, where they were eventually charged with a separate robbery at a filling station. The NAACP sought to have those charges dropped.
",9/6/47,,1947,1947,Ponchatoula,Tangipahoa Parish,Louisiana,4337775,4343122,4331987,public space - urban,refusing to run when ordered to,TRUE,,TRUE,,,,,,,,,,,,
923,Robert Richardson,,m,African American,19,1/26/33,,,,farmhand,agricultural,,680,"Robert Richardson, possibly age 19, a farmhand, died in 1933 at the hands of a lynch mob headed by the sheriff in Baton Rouge, Louisiana. Richardson was charged with annoying a white woman and was shot to death as he tried to flee. The date of death on the death certificate is January 26, 1933, but newspaper accounts say he was lynched on February 2, 1933.
",1/26/33,,1933,1933,,West Feliciana Parish,Louisiana,,4345778,4331987,victim's home,annoying a white woman,TRUE,TRUE,TRUE,,,,,,,,,,,,Ned Martin
939,Roosevelt Theodule,"Roosevelt ""T-Boy"" Thoedule",m,African American,27,5/31/41,,,,card-cutter at a possibly illegal gambling establishment ,service||criminal,,681,"Roosevelt Theodule, age 27, a card-cutter, died in 1941, killed by Deputy Sheriff Gus Walker in New Iberia Parish, Louisiana. Walker claimed that he was arresting Theodule for attempting to attack a white girl, and when Theodule resisted arrest and tried to take Walker’s gun, Walker shot him. A coroner’s jury deemed it justifiable homicide. An essay on this case, researched and authored by a CRRJ student, is available on request.
",5/31/41,,1941,1941,Olivier,Iberia Parish,Louisiana,4336090,4328254,4331987,victim's home,"dating a white girl, who was a police officer's stepdaughter",TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-101||HQ 44-999,144-32-18,Gus Walker
1004,T. C. Davis,,m,African American,30,,,,,tenant farmer,agricultural,,683,"T.C. Davis, age 30, a tenant farmer, was killed in 1937 by Night Marshall Earl Campbell, Louis McDowell, Milton McDowell, and Alton McDowell in Blanchard, Louisiana. Davis was shot in the home of James Dawson on the J.C. Powell plantation during an argument involving Campbell and the McDowells. A trial jury acquitted. Davis’s wife Sylvia filed an unsuccessful civil suit.
",,on or before 1937-04-10,1937,1937,Blanchard,Caddo Parish,Louisiana,4317201,4318532,4331987,private space - domestic,protecting a black woman who had left her job on a farm; threatening to attack a white man,TRUE,,,,,,,,TRUE,TRUE,FALSE,,,,Isaac Carter||Earl Campbell||Louis McDowell||Milton McDowell||Alton McDowell
1054,Wallace Williams,,m,African American,36,5/17/52,,,,laborer,laborer,,684,"Wallace Williams (1919-1952), a laborer, was killed by police in Lake Charles, Calcasieu Parish, Louisiana. Williams, who may have been mentally ill, was arrested by Police Chief J. Harry Hebert and Patrolman Jessie Broussard for causing a disturbance. The officers used force to carry out the arrest, and Williams died within an hour at the police station. An essay on this case, researched and authored by a CRRJ student, is available on request.
",5/17/52,,1952,1952,Lake Charles,Calcasieu Parish,Louisiana,4330236,4318583,4331987,public space - urban,causing a disturbance with a knife,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-435,144-32-139,Harry Hebert||Jessie Broussard
1077,Wesley Thomas,Thomas Wesley,m,African American,31,7/30/47,,,,woodchopper,industrial / resource extraction,,685,"Wesley Thomas (1916-1947), a wood cutter, was killed by 21-year-old farm hand W.D. Thompson in Calhoun, Ouachita Parish, Louisiana. Thompson sought out Thomas after Thomas had allegedly threatened the life of his employer, Z.W. Fuller. Sheriff Milton Coverdale called the shooting “justified.” A coroner’s jury ruled that Thompson killed Thomas in self-defense.
",7/30/47,,1947,1947,Calhoun,Ouachita Parish,Louisiana,4318610,4336232,4331987,private space - domestic,dispute over wages,,,,,TRUE,TRUE,,,,,,,,,W. D. Thompson
1096,William Brown,,m,African American,83,7/16/47,,,,farming,agricultural,,686,"William Brown (1872-1947), a farmer, was killed by Game Warden Charley Ventril in Torras or Lettsworth, Louisiana. Brown had been out squirrel hunting when he was confronted by Ventril, who shot him in the back of the head, claiming self-defense.",7/16/47,,1947,1947,Torras,Pointe Coupee Parish,Louisiana,4343744,4337708,4331987,unknown - rural,poaching; threatening a white man with a gun,TRUE,,,,TRUE,TRUE,,,,,,,,,Charley Ventril
1155,Willie Keys,,m,African American,39,6/6/40,,,,farming,agricultural,,687,"Willie Keys, age 39, a foreman, was killed in 1940 by a mob in Mansfield, DeSoto Parish, Louisiana. Keys was arrested by Sheriff J.J. McFatter after an argument with Murray Calhoun, a white foreman. The mob, possibly organized by Calhoun, seized Keys from jail and beat him to death. An essay on this case, researched and authored by a CRRJ student, is available on request.
",6/6/40,,1940,1940,Mansfield,De Soto Parish,Louisiana,4332494,4321759,4331987,public space - rural,fighting with a white foreman,TRUE,,,,,,,,,,,,,,Murray Calhoun||J. J.  McFatter
1167,Willie Racket,Willie Rachett||Willie Rackett,m,African American,46,10/25/46,,,,taxi driver,service,,689,"Willie Racket (1900-1946), owner of a taxicab company, was killed by members of the Lee family in Tangipahoa Parish, Louisiana. The Lee family had been unsuccessful in building their own taxicab business, and started threatening Racket. Minutes after Racket sought protection from the sheriff’s office, members of the Lee family shot him to death as he waited for a cab fare. An essay on this case, researched and authored by a CRRJ student, is available on request.
",10/25/46,,1946,1946,Amite,Tangipahoa Parish,Louisiana,4314744,4343122,4331987,victim's workplace,holding jobs white men wanted; competing with white men who were taxi drivers,TRUE,,,,,,,,,,,,,144-32-76,[given name unknown] Lee||[given name unknown] Hostard||[given name unknown] Lee||[given name unknown] Gills
1186,Woody Barrett,,m,African American,,7/11/34,,,,employee of the Illinois Central Railroad,transportation,,690,"Woody Barrett, a railroad worker was killed in 1934 by white men in Baton Rouge, Louisiana. Barrett was murdered as he was performing his duties as a railroad worker. The NAACP considered his murder one of a rash of murders of Black men working for the Illinois Central Railroad in the 1930’s by white men coveting their jobs.
",7/11/34,,1934,1934,Baton Rouge,East Baton Rouge Parish,Louisiana,4315588,4323288,4331987,unknown - urban,holding jobs white men wanted,,,,,,,,,,,,,,,
504,R. D. Skinner,D. J. Skinner||J. D. Skinner,m,African American,40,8/16/31,,TRUE,World War I,highway construction worker,building trades / construction||public sector,,692,"R. D. Skinner, 40, a highway construction worker and WWI veteran, was killed in 1931 in a drive-by shooting in Bentley, Louisiana. Skinner was asleep in a tent at a highway construction camp when three men in a car fired multiple shots. Another worker, Ed Ivory, 38, was wounded. The shooting was apparently part of a series of violent acts by white men angered by the employment of Black men on highway projects. No arrests were made.  
",8/16/31,,1931,1931,,Grant Parish,Louisiana,,4326254,4331987,public space - rural,"having ""race prejudice""; being employed while many whites were unemployed; resentment",,,,,,,,,,,,,,,
1023,Thomas L. Knighton,Thomas Knighton||Tom Knighton,m,African American,21,9/13/41,,,,drove school truck,service,,693,"Thomas Knighton (1919-1941), a school truck driver, was killed by an unnamed highway officer in Pineville, Rapides Parish, Louisiana. The death certificate lists pneumonia as the cause of death, but also notes significant head injuries.
",9/13/41,,1941,1941,Pineville,Rapides Parish,Louisiana,4337291,4338356,4331987,unknown - urban,,TRUE,,,,,,,,,,,,,,
706,Leman McDaniel,Lemon McDaniel||Lemon McDaniels||Leman McDaniels||Lehman McDaniels,m,African American,35,1/18/31,,,,grocer and/or truck driver ,transportation||professional,,694,"Leman McDaniel (1896-1931), a grocer and/or truck driver, was killed as a result of a raid by police officers Lee Allen Williams, Teddy Williams, and S.A. Jones in Shreveport, Louisiana. The three officers raided McDaniel’s grocery store. Two—Lee Allen Williams and Teddy Williams—were killed during the raid. McDaniel was injured and hospitalized and died before a lynch mob got to him.
",1/17/31,,1931,1931,Shreveport,Caddo Parish,Louisiana,4341513,4318532,4331987,victim's workplace,killing two white police officers,TRUE,,TRUE,,,,,,,,,,,,D. D.  Bazer||Teddy Williams||S. A. Jones||Lee Allen Williams
594,Jessie Dangerfield,Jesse Dangerfield,m,African American,33,6/13/48,,,,public sector,public sector,,695,"Jessie Dangerfield (1915-1948), a public sector worker, was killed by Clyde Biggs, Jr., in Bellevue, Louisiana. ",6/12/48,,1948,1948,Bellevue,Bossier Parish,Louisiana,4048734,4317649,4331987,private space - commercial,,,,,,,,,,,,,,,,Clyde Biggs Jr.
41,Alvin Chavis,,m,African American,30,4/2/43,,,,taxi driver,service,,696,"Alvin Chavis (1913-1943), a taxi driver, was shot and killed by unknown persons in Iowa, Louisiana. His body was found on the side of a road.
",4/2/43,,1943,1943,Lake Charles,Calcasieu Parish,Louisiana,4330236,4318583,4331987,victim's workplace,not staying away from Black women,,,,,,,,,,,,,,,
821,Newt Walker,,m,African American,38,5/14/50,,TRUE,World War II,common laborer,laborer,,697,"Newt Walker (1909-1950), a laborer and WWII veteran, was killed by police officer H.F. Pittman in Mansfield, Louisiana. A letter from Anna Hymes, Walker’s mother, says that Walker’s car had broken down. He sought assistance at a white man’s house. The man struck Walker, rendering him unconscious, and called the police. The man and the officer put Walker in the police car, and Pittman drove away and then shot him. The authorities dispute this account, saying that Walker was arrested for drunkenness, and Pittman shot Walker in self-defense. 
",5/14/50,,1950,1950,Mansfield,De Soto Parish,Louisiana,4332494,4321759,4331987,public space - urban,exhibiting drunkenness; attacking a police officer; resisting arrest,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-310,144-33-55,H. F. Pittman
164,Clarence Price,Clarence Prince,m,African American,20,11/7/43,,,,,,,699,"Clarence Price, age 20, was killed in 1943 by Police Officer Giglio in Shreveport, Louisiana. Giglio and Police Officer Mosley were responding to a call of a prowler. They saw Price in the vicinity, chased him, and shot him.
",11/7/43,,1943,1943,Shreveport,Caddo Parish,Louisiana,4341513,4318532,4331987,public space - urban,,TRUE,,,,TRUE,,,,,,,,,,Charlie Giglio||H. G. Moseley
618,Joe Taylor,,m,African American,26,3/6/49,,TRUE,World War II,seaman with the Merchant Marine,transportation,,700,"Joe Taylor, 26, a seaman with the Merchant Marine and WWII veteran, was shot to death in 1949 by a police officer in New Orleans, Louisiana. Claiming to be protesting Senator Russell Long’s filibuster of civil rights legislation in Congress, Taylor boarded a city bus and  announced that he would “kill every white person on the bus.” He shot the driver and a police officer.  Taylor was arrested and placed in a police car.  As he was being removed from the patrol car, he was shot four times by an officer.  He succumbed to his wounds.
",3/6/49,,1949,1949,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,carceral location,"assaulting a white man, shooting a police officer; grabbing a police officer's gun; protesting segregation",TRUE,,,,,,,,,,,,,,Charles Polite
492,Isadore Banks,John Wesley Banks,m,African American,59,6/5/54,,TRUE,,farmer,agricultural,,703,"Isadore Banks (1895 – 1954), a farm owner and veteran, was killed by unknown person(s) in Crittenden County, Arkansas.  According to his wife, Banks, who had a significant amount of property and a business in the area, went to pay some of his employees and never returned home. Banks’ body was found with a gunshot wound, burned and chained to a tree. A set of keys, some change and an empty fuel can were found near the body. There were several theories at the time as to why Banks was murdered but no subject was ever identified. An essay on this case, researched and authored by a CRRJ student, is available on request.
",6/4/54,,1954,1954,Marion,Crittenden County,Arkansas,4120524,4107079,4099753,public space - rural,dispute over land; having romantic relations with a white woman,,,,,TRUE,TRUE,,,,,,,,144-9-1898||144-9-169,
